prod_xprod,rotulo_cliente,rotulo_ia
INC.MASSALA MIRRA CX 25 PCT 7 VAR.P/PCT LOTE BRZ114,4,33
PO CASCA DE COCO - 500 G,4,14
MEL 57210572 TRENZINHO MADEIRA,4,95
DBR REG GO/PN/CX CP BRR-DF 10 EC 218 DE STA MARIA,4,4
V20 BLA 090 LARANJA 36,4,
FILME LEITE EM PO INTEGRAL  400G - GLORIA,4,4
NINHO C LA FASES 1800,4,4
TABUAS QUEIJOS FRIOS PORCOES MESA POSTA 25 CM REDONDA 2 PC NOME DO DESENHO:MARFIM;COR:MARFIM,4,44
ORG CLEAR OVOS FRESH OF150,4,4
PESCOÇO INFANTIL ALMOFADA NEUTRO,4,94
CLICHÊ RONI MESSIAS VC 10 KG,4,37
MELAG VIT C E.FORT C20,4,30
VIT TRELOSO CLUBINHO LEITE 30X130G,4,19
NOVAMIL AR X 400G,4,4
BANDEJA PARA OVOS NEW BONE MONTANA- BRAN,4,69
PAPEL MANTEIGA MM 30,4,48
YUMMY GEL COMESTIVEL TERMICO 15ML SEXY FANTASY LEITE CONDENSADO,4,33
POTE PARA MANTEIGA AZUL MARSEILLE - 11X10CM,4,69
CONJ AZUL SEED T08,4,0
EMBALAGENS DE OVOS DE GALINHA EM POLPA DE PAPELAO 250 UNIDADES,4,48
SITIO VARGEM GRANDE B2B1000,4,4
CLICHE PAMFIS QUEIJO MUSSARELA RALADO 1KG 480X320 E LAM (PET+PE),4,39
CONJUNTOMALHA ANITA- TAMANHO 10,4,61
ROTULO SLEEVER TERMOENCOLHIVEL - CREME MINAS FRESCAL 200GR,4,39
"JOGO P QUEIJO 5 PCS MONACO 7851 VALOR APROXIMADO DOS TRIBUTOS R$ 5,22 (22,01%) FONTE IBPT",4,82
COMPOSTO TERPENICO MICOSANI 20ML,4,33
BASIC AMARELO MANTEIGA GG,4,4
1X18 IPERESPRESSO GUATEMALA 13935590-5,4,9
XYLITOL KG HORTI FRUTI KG,7,17
ABOBORA KRIAT HW BASTAO 13125,7,7
VIGOTA CANELA-MANDIOCA M,7,44
ODO BREEZE SENSATION WONDER 24X5ML-2082,7,33
SUPORTE TOMATE,7,73
ACCUFILM CX. 280 FOLHAS.   PARKELL,7,48
"055 PEPINO CLASSIC CHEF...............01X300 %AGR:  27,3000 B.ST: *******47,71 V.ST: ********1,74      CXA:       0,266",7,7
OREGANO,7,9
"FRUITT LIFE STRAW 18,9",7,39
CONDIMENTOS PETISCO TEMPERO BAIANO 30 GR,7,9
TOP AGRIAO / PRETO M,7,61
OE IMMORTELLE,7,33
BOLA FEIJAO,7,95
TEMPERO ALHO E SAL AMAFIL 1KG,7,21
"OTAF ROT.3 PP FC CA20 A158 90X175MM-1C COM HORTELA, LIMAO E GENGIBRE",7,21
LEG VELUDO - ABOBORA - P,7,61
COGUMELO NOVO P,7,7
ESCOVA TIPO PEPINO CADILLAC,7,96
BICO PAPAGAIO SEM RABO,7,95
MULTI BERINJELA FLORIDA MARKET 7896026061513,7,7
C.O PE TRES FOLHAS,7,
SOPEIRA BERINJELA,7,69
SCS PLAST NP CENOURA RALADA 1KG COOPERAI 20.00 X 26.00 L:359193,7,7
REMESSA - CM IMPRIMACAO - ISENTO,7,49
17137-EXAME-TIPO:IMUNOENSAIO;ESPECIE;SEMIQUANTITATIVA DE ANTICORPOS IGM;DETECCAO:CITOMEGALOVIRUS,7,38
- PA LENTILHA 1/4X5/8 - RI ZB,7,7
OREGANO,7,9
TRAPOERABA ROXA,7,7
ACETAMIDA PURISSIMA 100G,7,29
AB 50601,7,7
SAL PARRILHA ALHO SOETO 320GR         20,7,25
POTE GRANDE - SAL COM ALHO 480G,7,21
AGAPANTHUS ROXO,7,6
PILAO DE ALHO PLASTICO,7,39
PT GRAU DIREITO HORTI FRUTI PREMIUM 350 X 225MM PRETO,7,39
OREGANO,7,9
HYDRATE 500G,7,21
SAL ROSA/ALHO/CEBOLA BR SPICES 70G C/MOEDOR,7,21
ESSENC ANTITABACO NACIONAL,7,33
HORTFRUIT MORICOTA,7,8
MODIFICADOR ORGANICO VALLE 500 ML,7,33
SAL DE PARRILLA E PIMENTA E ALHO CANTA GALLO NETAO 250G CANTA GALLO UN,7,25
SAL ESPECIAL COM ALHO E CEBOLA 300G,7,21
VASO ABOBORA -,7,69
ALFARROBA EM PO 200G SANTO OLEO,7,8
VASOS DE HORTELA,7,7
OREGANO,7,9
ROTULOS - ALHO E CEBOLA 80G. 150X52MM 5X0 BOPP METALIZADO.,7,48
SELDORA VACUO,7,
PIMENTAO PORCELANA C/ PARAFUSO,7,85
PIMENTA ANDINA BL 10 UN *,7,7
SAQUINHO DE BATATA BK 22X11FD 6000UND,7,48
OSSO CENOURA CAIXA C/30 PCS,7,23
"EXT 3 X 0,75MM 10 MTS C/ TOM TRIPL PRETA",7,85
CARREGADORCEL TOM EPTA200,7,85
BICO PAPAGAIO SEM RABO,7,82
0007 ABOBORA GRANDE P/PENDURAR,7,7
ABOBORA BALDE PRETO,7,39
PLANTADEIRA DE MANDIOCA 2 LINHAS,7,84
OUTROS/MORANGA M,7,7
LEG F PERFORMANCE ALECRIM P,7,61
W S/S VNK NEW FAVE CORE TH100 PP,7,61
EXPRESSO VIBRANTE,7,
REC 50068570-0 CAPSULAS CADASTRADA 2X1 UN,7,30
ID-6796969850MSPONTA PORAMIL AVE-MARIAS - PAROQUIA DIVINO ESPIRITO SANTO - MOD. 002 TAMANHO - TAM. ESPECIAL EX2 (DISP,7,62
HORTELA 10X5 ST,7,7
FOLHAS DE CONTRIBUICAO - 2017,7,49
EMBALAGEM BATATA CHEDDAR 600UN,7,48
ESSENC. CANELA 010018,7,33
"GEOMETRIC - POTE, 500 ML - ALHO (CAIXA C/ 15)",7,20
CX BATATA FRITAS TIPO MC - PADRAO,7,7
FOR BABY COGUMELO,7,95
FLORES *(VERMELHO CORAL/AMA SOL/LARANJA CENOURA/RISTAL),7,6
PORTA CONDIMENTOS CEBOLA,7,39
BALANCA 500G TOMATE,7,84
KIT BIJUS CENOURA,7,71
REC 11570790-0 CAPSULAS CADASTRADA 2X1 UN,7,30
OREGANO 01 KG,7,9
"PANTANAL 65 PRECO ORIGINAL R$:113,45",7,
B-525 PRO HF 883464 CX 4X5L,7,38
FRANGUET VEGETAL CX 300G,7,21
CARTEIRA MAXIXE - CARAMELO,7,42
INTERCONECTOR 6338 DES 1401113D - 1401081D 316L,7,73
ABOBORA BALDE PRETO,7,39
NL MC VELUSO ESST AZUL FLOR BEGE GISELE PEDROZO M,7,61
BETERRABA 8 CELULAS,7,7
EMBALAGEM BATATA 100G,7,48
4066 - TG66 - ALECRIM G,7,7
COELHO C/CENOURA 10CM # PAS0063,7,95
ENERMAX-HF - 30 KG,7,38
SALT GROSSO COM ALHO GOURMET 500 G,7,25
UPTEC RUCULA HD1 20 KG,7,7
MORANGA AMARELA,7,7
RUBEOLA 13G - VERDE,7,30
OREGANO,7,9
SACO RUCULA VERDE C/1000 UND,7,7
PROCTAN HEMORROIDAS 25G,7,30
CAIXA NOVO HAMBURGO AF4660,7,48
CANTUS FR 500 GRS - ORIGEM 5,7,
INSECT 20KG HELMESTAR,7,38
EXTRATO DE AGRIAO L MATERIA PRIMA,7,7
INSULINA FOLHA 25G,7,30
COR:BERINGELA;TAMANHO:P,7,7
OREGANO ZAELI 10X7 - SC,7,9
CANUT 9MM PRATA 21 500G,7,71
THR320 (ORIGIN),7,
EMBALAGENS CONICAS S/I MED.24X14X35 P/RUCULA HID,7,39
GIBI CEBOLINHA FABULAS,7,49
BOLA FEIJAO LARANJA 45CMX90CM,7,95
UPTEC ALFACE HD1 20 KG *,7,7
"ETOFADO COIMBRA IMPERIAL 2,42 ESTOFADOS IMPERIAL",7,94
"FRUITT LIFE STRAW 18,9",7,39
UPTEC ALFACE HD1 20 KG,7,7
NUFURON (ALLY) - CX 100X10 GR 0 KG,7,30
E.V.A APLIKS MEDIO 172 ABOBORA,7,39
OREGANO,7,9
FAIXA INVERNADA LISO TOMATE ADULTO 7899827756619,7,62
SOUSPLAT PIMENTA,7,69
VERDURAS DIVERSAS BANDEJA,7,7
"CHEIRO DO RALO, O 9788535919189",7,49
PAINEL ABOBORA GRD 44X38CM,7,94
ABOBORA DECORATIVA HALLOWEEN - UNIDADE,7,95
KIT MINI NINJA II PIMENTA SEXY VERMELHO.,7,33
GARRAFA CHUCHU G,7,39
SAL PARRILHA ALHO SOETO 320GR          1,7,25
EMBALAGENS CONICAS HID MED.24X14X25 P/RUCULA HID,7,39
OREGANO,7,7
"AIPO - SALSãO 0,5G (REF 024)",7,7
ALMOFADA COGUMELO NOZES,7,94
"055 CEBOLINHA CRISTAL CLASSIC CHEF VD.01X100 %AGR:  27,3000 BASE ST: *********21,75 VALOR ST: **********0,79",7,7
FOLHAS DE AMORA,7,12
E.V.A APLIKS MEDIO 172 ABOBORA,7,39
PALHA BAT DOCE ALECRIM 200G ROOTS,7,17
OLEO DE ALHO CAP. 250 MG (POTE C/100),7,30
HATTA TORRADINHA KG 0 UN,7,19
HELICOIDE DE VAGEM PL 01,7,84
MALVA FOLHAS 30 GR,7,12
"PICKERS ANEL CEBOLA PRE FORMADO 1,05KG",7,16
ABOBORA BRUXA UNICA,7,7
10 UN PLANTA AQUATICA ALFACE DAGUA PISTIA STRATIOTES AQUARIO,7,7
"PANAMBY - POTE COLORS 1,8LT FEIJAO",7,39
OREGANO,7,9
PIMENTA MISTA CHAO PRETO 80GR,7,9
MESA LEBLON ROXO IMPORTADO,7,94
LIN  DE CHEIRO RENDA,7,33
TOM. TELEB. C/RJ1103744N,7,85
DANIEL [CD],7,85
MOYASHI 500GR,7,7
CATUNI SECO,7,7
5200 LIQUIFICADOR TOMATE MAZ-003 ROSA,7,85
OREGANO KG,7,9
"055 PEPINO CLASSIC CHEF...............01X300 %AGR:  27,3000 B.ST: ******174,54 V.ST: ********6,36      CXA:       1,000",7,7
ESCARIF. HIDROP. EHP 500 6H -IPACOL,7,84
VACA TF - 237.900,7,2
PRODUTOS NAO LISTADOS - BERINGELA - OUTROS,7,7
CRISTAL MEDIO COGUMELO DE SHITAKE,7,7
EXPRESSO VIBRANTE,7,
MANGERONA TEMP PRUDENTINO10G,7,12
SALVIA PV C/10,7,7
PAU ALECRIM,7,44
"CHEIRO PARA EMBALAGEM  AROMA  PERFUME PARA LOJA, PAPEL E ARTESANATO PIMENTA ROSA,100ML",7,33
"ISPERIA, JUíZA SUPREMA",7,49
ITEM FORNEC. ALTO VACUO,7,84
OSSO SAO BENEDITO CENOURA MINI,7,5
FIO NAUTICO 3 MM ALFACE 1 KG,7,54
CX AV-400,7,84
"CHEIRO PARA EMBALAGEM  AROMA  PERFUME PARA LOJA, PAPEL E ARTESANATO MELANCIA,100ML",7,33
"CSDUV 15/400/95 MAURIZIO - PESO: 63,0000",7,84
ALMOFADA - HIBRIDA,7,94
CX BATATA FRITAS TIPO MC - PADRAO,7,7
TRAPOERABA ROXA,7,7
B CHOCONICE BRANCO 150G,7,18
TUPPERWARE REDONDINHA TOMATE BISTRO 500ML,7,39
GARRAFA PIMENTA - 250 ML,7,20
CESTA EM  PALHA C/ COELHA C/ FLORES E CENOURA,7,46
AB 50157,7,0
FORMULA C/OLI OLA 120MG/CAP GELAT BR/BR 120UN/,7,30
(T) SHE IS VERDE TAMANHO:G,7,61
OREGANO,7,9
5N DISCO ABRASIVO P/ CEBOLA   ALHO DBL-10,7,68
"ADAPTADOR RISUS PARA COMO4, MERANO, SALSA 3, SALSA 4 E ZOOM",7,87
HAVAIANAS CHINELO SLIM SPARKLE 3544 34 BERINJELA BERINJELA BERINJELA,7,64
PENDRIVE TOMATE,7,7
ALECRIM P36,7,7
MULE PIMENTA,7,64
"CENOURA DECORATIVA MACO C/3 LJA/VRD 17,5CM (CENOURAS) C/1 UN",7,67
MANGA DEMON SLAYER - KIMETSU NO YAIBA 18,8,49
MACA DE RESGATE RETRATIL ##ESPECIAL 1700 INCLINADA,8,94
SAIDA MANGA M PRETO,8,61
ESS. FIGO,8,8
BANANA MOOD - VERDE,8,8
MANGA,8,8
MANGA BOTÃO LISA - SUNRISE .G ASUN,8,61
PROVERBIOS (LARANJA),8,8
COROA E PINHAO K2700 11 X 43,8,87
BAN,8,
MURCOTE,8,8
CASTANHA N2,8,8
MURCOTE,8,8
HIDRAPLEX LARANJA ENVELOPE,8,21
PITANGA,8,8
OBI AFRICANO - UNIDADE UMBANDA CANDOMBLE.,8,97
MACA GD FAMILIA,8,8
PINHAO - NISSAN,8,87
MP PM MILTIMIX INDUSTRIAL KG,8,38
BAND.SEXTAVADA18X20 LARANJA,8,72
MACA DE 190 X 80,8,94
ENVOLTURA MAGIC - CAJU BRASIL COR:PRETO;TAMANHO:M,8,61
KIT FRUTA,8,8
AVELA,8,8
PELES FRESCAS DE BOVINO (168 UN),8,41
COCO CAPRYLATE/CAPRATE - DUB 810 C - ESCOLHA O TAMANHO DO RECIPIENTE: : 800 GR,8,29
"13410 - NACIONAL - 1,10 X 1,40 KPZ",8,8
PINHAO SISTEMA TITANIUM,8,84
ROMA IMP,8,8
MANGA TOKYO REVENGERS (NOVO - LACRADO) VOL.1,8,49
B LISTRADA MANGA 3/4,8,61
(9788537600306)MINICLASSICOS REI LEAO DA SAVANA (EDI LE),8,49
MANGA  AGULHADO ZAT125410001,8,84
BRASCORTEM EFEITO LARANJA 900ML,8,32
PINHAO 6K DWE4559,8,84
CASTANHA DE LINHA 40X60M,8,8
LYSIMACHIA NUMMULARIA,8,6
"PE00 PRTO 2400X40000X5,0 BM",8,8
BEM ME QUEROPO BANANA -12,8,8
PINHAO 16-D CG150/FAN 09,8,87
POKAN,8,8
EST KIWI 68317 L 150 #,8,8
PESSEGO CRISTALINI CX 25KGS,8,8
SACO AMEIXA REAL 900ML REAL UN,8,39
PINHA / PRETO,8,8
ESSENCIA MACA VERDE ESTOQUE L,8,33
REG F RECORTADA GOIABA V22 M,8,8
"5000,00KGS DE CARVAO DE CASCA DE COCO ACONDICIONADOS EM 500 CAIXAS MASTER,EMBALADO A GRANEL,CADA CAIXA CONTENDO 10 SACOL",8,27
O QUEBRA-NOZES,8,8
"MELAM. IMPORT. FRUTEIRA G                            0,08UN",8,39
28.23707AP3 3-PINHA P3 59345 UND,8,
H CARA BDJ EMB HORTIFRUTI UN,8,8
PINHA DE NATAL AG8551,8,95
MANGA FLEXIBLE,8,40
FORMULA C/OL. DE UVAS 1%;AC. GLICOLICO 4%;AVENOLAT 2%;PENTAVITIN 2%;VITAMINA E 1%;UREIA 10%;LOC. CREMOSA HID 130ML;,8,33
575-PINHAO PINHAO 9C6023,8,84
COROA PINHAO 9X43,8,87
PINHAO KM 700S,8,8
BERMUDAAJEANSASLIMA5APOCKETSAOFERTAATEENO:KAKI:10,8,62
COROA E PINHAO COROA E PINHAO,8,84
MANGA BOTÃO LISA - PINK .G RNEO,8,61
3869BLUSA MANGA CURTA,8,61
JAMBO DO PARA,8,8
EMBRUN TAMANHO:0-6 MESES,8,61
MIRAGEM  113- A - AVELA/BRANCO - F:PO ( VI: PRETO ),8,8
PINHA DIAMANTE,8,6
"DELTAPLUS TANGERINA 5,0 L",8,8
COROA PINHAO 9X37,8,87
OUTROS PRODUTOS DA AGRICULTURA - ACEROLA - OUTROS,8,8
CASTANHA MACADAME,8,8
CRD MEMENTO LINHA HAS,8,
MANGA LONGA PRETA G,8,61
ESSECIA LIMA LIMAO 120 ML,8,33
BOLSAO ST4752/BGC0306 LARANJA,8,42
PETISCO TURQUESA MAR LARANJA,8,21
MACA MESA DE MASSAGEM PREMIUM MODELO MMP70B COR BRANCA,8,94
MANGA THE JOJOLANDS 5 EM JAPONES,8,49
ESS LIMAO SICILIANO ONE AROMAT.,8,33
159-135-212R SONOCONVERSOR 30 KHZ,8,85
KIT AUTOCUIDADO MANGA VERDE,8,33
MIX DE CASTANHAS PETISQUEIRA,8,8
PELES FRESCAS DE BOVINO (383 UN),8,41
BLUEBERRY MUFFING YANKEE,8,19
UVA ACRILICA LILAS,8,39
"PINHAO /18,0KG",8,8
MOCACCINO,8,21
MACA RESGATEX SKED ENVELOPE LARANJA,8,90
MANGA,8,8
VEESTIDO VALERIA,8,61
MANGA - MY HERO ACADEMIA - 36 - NOVO/LACRADO,8,49
PINHA IMPERIAL G,8,8
FRUTA 10 PECAS,8,8
(C5NN7106D) - PINHAO Z21 DESLIZANTE (4A.) - IMP.,8,84
LARANJA PEQUENA AMARELA,8,8
58050009 ATACAMA TAMARA,8,58
MANGA LONGA,8,61
MINI CEREJA C/18,8,8
SAIDA MANGA 3/4 G BRANCO,8,61
PINHAO ENTRADA 10Z 21 ESTRIAS,8,84
RAPEL 3KG,8,39
MANGA,8,8
COROA PINHAO 26X24 REX,8,84
ENCOSTO VIVA   - LARANJA 33,8,94
MACADAMIA SEM SAL (ESTILO 2),8,8
OUTROS PRODUTOS DA AGRICULTURA - MAMAO - OUTRAS,8,8
FRUTAS E VERDURAS,8,7
PINHA COM BASE / ESMERALDA,8,68
COMPLEMENTO DE PRECO ( REF. NFE 158),8,49
ESS. ALECRIM E LIMAO SICILIANO 100GR,8,33
PINHAO CG 125 14 DENTES MAX,8,87
POTE 1 LITR. UVA COM LEIT. CON,8,4
MANGA DEMON SLAYER ( KIMETSU NO YAIBA ) N 18,8,49
NUTRI FEIRINHA DIVERSOS UN,8,8
FÊMEA MÉDIO LARANJA,8,
"SUPLEMENTO 0,400 KG SC LIMAO",8,21
MANGA TOMIATE MD,8,8
MANGA,8,8
INT7101 IPRO,8,85
MANGA TRG0000FCI,8,8
PETISQUEIRO DE MORANGO COLORIDO,8,69
AQUARELA BASE BPZ 3 EM 1 TOM CAST 22TER UNICA UN,8,33
MANGA,8,8
MAMÃO,8,8
CHALE LISO COM MANGA VERMELHO,8,61
FMEL CH COCO CARAMEL20,8,8
TIPAGEM SANGUINEA SOROS ANTI A B D,8,30
BUBALINO FEMEA - 4.00,8,1
TENSOATIVO DO COCO - SODIUM COCO SULFATE (SCS) - 200 GR,8,34
MANGA LONGA BRANCA - PREMIUM - P,8,61
JARDIM TROPICAL CAJU/FLOR FUTON ALMOFADA = MC,8,94
PINHA PEQUENA -,8,8
PRODUTOS NAO LISTADOS - MACA DE TRANSPORTE - OUTROS MOBILIAR,8,94
MANGA - KG,8,8
ALBUMAX MORANGO 500GR,8,21
AMOSTRA RIPPA TAMARINDO 24 X 11CM (DURAMAX),8,48
"11366 - NACIONAL - 1,95 - R - MO",8,8
ROTULO ABACAXI C/ HORTELA  160 X 190,8,48
BANANA FISH N.1 [REB4] ***,8,8
MANGA CUMPRIDA,8,61
C 16G,8,
CX- NOVA 14,8,
181711107100P000-BIKINI BRAZILIAN BACK P,8,61
COCO DE CERAMICAS,8,69
MAMAO BORDADO 680GR,8,8
OBI NACIONAL 2 GOMOS ROXO -  1 UNIDADE,8,8
LARANJA SOLAR GM 88 14.000.02893,8,32
JAMBO (SYZYGIUM MALACCENSE (L.) MERR. L.M. PERRY),8,8
PINHAO SUPERSPROX 1373 520 17 PARA NC750X,8,87
JG CASTANHA DURA,8,8
SANKO KAKI NO TANE ASSORT CRACKER 58GX20,8,19
UVA PLÁSTICO,8,39
LARANJA ORIENTAL - 15ML,8,33
MANGA LONGA AZUL CEU P,8,61
PITANGA,8,8
APARADOR 25MM 120X035X079 ACS1235-1010 AMEIXA GEBB,8,8
QUALY NUTRI FLUIMICINA 16SACHES LARANJA,8,30
GLASKLARE 10H,8,38
PINHA BRANCA,8,8
VCURTO MANGA BABAO FLOR VERM BOTANIN CONFY,8,61
CAST. MOLE PL AUTOBLOCK   210MM 1.5X60º  (1º LINHA),8,84
MULTIPOLPA LARANJA,8,8
MAÇA DE GINÁSTICA RITMICA CONECTAVEL - 40CM,8,95
LS232  - ROMA PRETO,8,8
CX LARANJA,8,8
CASTANHA N 2,8,8
MANGA LONGA8,8,61
TRIO DE MACA 100G COLOR ANDINA LOTE: 009,8,8
GOPRO MANGA + CORDAO (HERO11 PRETO/HERO10 PRETO/HERO9 PRETO) - ACESSORIO OFICIAL GOPRO,8,85
LATINHA CASTANHA DA INDIA 20G,8,12
ELF 4000PUFF KIWI PASSIONFRUIT GUAVA (KIWI/MARACUJA/GOIABA),8,24
GOIABA TAILAILANDESA - ESTACA,8,8
"PE05 PRTO 2200X42000X6,0 BM",8,72
"MORANGO FONDUE                                       0,08KG",8,21
ABENÇOADA. (LARANJA),8,8
COROA PINHAO 11X47 (MOTO PECAS),8,87
TAMPONAMENTO DE 15MM 600 X 150 X 15 = 0.09M2 SEQ.11,8,8
FRUTAS - BANANA PRATA VERDE,8,8
A RAPOSA E AS UVAS - LE PRA MIM,8,49
QUEBRA NOZES,8,82
MESA ROMA 160X90X75CM BS/PRETA,8,94
MANGA - SAKAMOTO DAYS 12 - NOVO/LACRADO,8,49
MANGA LONGA,8,61
B MANGA 3/4 EST,8,61
16G-16FL90S,8,
MANGA ESPADA,8,8
"055 APTANUTRI 3 PROFUT 12 A 36 MESES..01X800 %AGR:  22,7900 BASE ST: ********992,86 VALOR ST: *********31,33",8,19
LIMA K-FILE 1 SERIE (15-40) KIT C/6 - L:121822725 V:IND,8,90
RF 0669 - LARANJA,8,8
AIN LARANJA                                                  - LOTE : TBG122.15613.084     - DT VAL. 15/08/2024,8,8
CABREUVA,8,8
MANGA PALMEN MD,8,8
VB-LARANJA-COMFLIPPRETO,8,8
KIT COM 2 DESFRALDES MORANGUINHO GG,8,96
KIT COROA/PINHAO 51/14Z - COMP. DR-Z 400 (00/07),8,87
BODY ZIGGY - LARANJA BERGAMOTA P,8,61
"ALBAR ALBBA401388X C  OROA PINHAO, OV: 379  4301",8,87
MACA HIDRAULICA COM LEITO EM ABS - 2015ABS,8,90
MANGA LONGA,8,61
BV LARANJA LITRO NATURAL VIAG,8,8
ETROPLUS MACULATUS,8,3
CARTAZETES 7X14 CM N QT MAR26,8,48
MANGA LONGA AZUL CEU G,8,61
MEGACABEDAL/140/LARANJA/QLD03,8,64
ESS DE LIMA LIMAO 100ML,8,33
CX.PAP. 249X172X312 CX. GAMMY 06X970 FRUTAS VERMELHAS - REV.,8,48
HOSPITALAR D20 01200X1880X0780,8,90
BD2Y-3106-MANGA E.F-350/F-4000 72/86,8,87
PINHAO MOTO CG 125 14 DENTES MAX,8,87
MACA PARA MASSAGEM TIPO MALA C ORIFICIO PRETO SALUTEM,8,94
A GRANEL.MIX DE CASTANHA SECA KG FR,8,8
MAEJIMA TOROROKOMBU 16G,8,12
BANDEJA COM FRUTA,8,8
CAL PRECO IMP PRETO,8,25
MANGA LONGA COUNTER - M,8,61
BUBALLO,8,8
BR/ZI/FS MELANCIA TOP GOTA PEQUENA,8,8
MANGA KENNEDY LISA TRANSP,8,8
MURCOTE-,8,8
V STROM 1050XT LARANJA,8,87
COROA PINHAO 7X73,8,87
COB ENC L08 N CAQUI 9.5/4.5,8,8
PENCA OXAGUIAN ZAMAKI,8,97
COCOPURE GENGLIMAO18G,8,21
LARANJA FLEXO CT LAMINACAO FCL.32068.C,8,8
CASTANHA DE CAJU EXCELENCIA GRANULADA 70G 230X155 F LAMINADO (PET+PET MET M2BR+PE),8,8
PINHAO RE 13X21 - 183040EATON *,8,84
MANGA - DEMON SLAYER - KIMETSU NO YAIBA - 06,8,49
116876 - MACA DE EXAME CLINICO COM ESCADA,8,94
ESSENC BERG. TANGERINA,8,8
MARACUJA AMARELO  BOX  CX 25 UN,8,8
CLICHÊ SE DISTRIBUIDORA CX 2,8,84
MANGA,8,8
PELES FRESCAS DE BOVINO (480 UN),8,41
MANGA - TOKYO REVENGERS - 05 - NOVO/LACRADO,8,49
MIRAGEM  113- B - AVELA/BRANCO - F:PO ( VI: PRETO ),8,
MANGA KG,8,8
LINCHIA JASMINE 200G,8,8
#JUNINA EVA PAINEL PAU DE SEBO,8,39
ALFAZEMA EXTRA AZUL,8,33
PERA PEQUENA,8,8
MANGA ONE PIECE N 100,8,49
CATARINA MACA KG,8,8
MANGA,8,8
COROA-PINHAO RDD 540 RPM,8,84
FLOR /LARANJA 10,8,6
PITANGA,8,8
FIGUEIRA,8,8
MEIN KAMPF,8,49
COCOPURE GENGLIMAO18G,8,21
LONG 200511 - P - CAQUI,8,61
PERA MANCA BRANCO 2019,8,22
MORDEIRO LEAO LARANJA/AMARELO,8,95
ISPIRAZIONE ROMA,8,
ALIAN K1130 SUAVIDADE PASSA FACIL 500 ML,8,34
PELES FRESCAS DE BOVINO (264 UN),8,41
RAFITTHY 28.01106A CASTANHA,8,42
CASTANHA 7I34 50T,8,8
COROA PINHAO 8X41,8,87
PERA INSUFLADORA P/BURETA C/RABICHO,8,40
PINHAO DA RE 183040 ATC,8,84
POLARAX MORANGO SOLUCAO 100ML,8,30
CASTANHA DA INDIA,8,8
MANGA,8,8
BANANA BA-804-12942  DZ,8,8
LIFE LARANJA 4L,8,8
FRUTAS E VERDURAS FEIRINHA,8,8
CASTANHA DA INDIA 30 CASPSULAS AMAZON,8,21
ORAÇÕES MUDAM HISTÓRIAS...(LARANJA),8,49
MANGA LONGA LACINHOS,8,61
MANGA - IMAGINE E CRIE: VERDE,8,8
MANGA - ONE PIECE 3 EM 1 - 04 - NOVO/LACRADO,8,49
CABECA DE MANGA CABERAF FAZZOLIN 2 REGAIS E REF. CE BR UNICO,8,84
LARANJA POWERSOLV FF,8,8
COROA PINHAO 10X41 BRAS.,8,87
TOMATINHO CEREJA,8,7
ESSENC CERIESER & AVELA NT 177 50ML,8,33
BR MORANGO RESINA B112733,8,39
"10 ESCALDA PES NATURAL PARA BRINDES E PRESENTES EVENTOS ENVIO EM 24 HORAS AZUL/LAVANDA-CAMOMILA,1X (10 UNIDADES)",9,33
FOLHA AKI PAREDE G - LOURO,9,44
COMPOSTO CIRCULATORIO (CHA),9,9
MELISSA (CHA),9,9
"CAFE RIO BRILHANTE 199G 290X225 (0,012MM / P/ MET. / REVISAO)",9,9
CRAVO E CANELA - INCENSO INDIANO TAJ,9,33
DELONGHI MAGNIFICA MAQUINA DE CAFE ESPRESSO ECAM 22.110B 220V,9,84
CONDIM.FA CAMOMILA/15,9,12
SALVIA BRANCA BASTAO GRANDE,9,12
ADAPTADOR DE CAPSULAS TRES CORACOES PARA SUA DOLCE GUSTO,9,39
KIT MATE E TERERE CUIA BOMBA MOLA STANLEY VERDE ORIGINAL,9,69
- CHA-33 BANDANA WY40,9,62
CRAVO HARD ROCK (VINHO),9,22
235-WOBBLER - COMBO:  CAFE ESPRESSO/COADO + DONUTS - CAFE,9,21
CAFE COM JESUS,9,9
LONG SLEEVE KNIT TOP W1:VERMELHO:P,9,61
"VENENO DA MADRUGADA, O - A MA HORA",9,49
CAIXA DE PRODUTOS PARA TERERE ARTESANAL,9,44
ORIGIN CARBON 05,9,
SALVIA BRANCA - INCENSO CASCATA GOLOKA,9,33
PORTA ANIS ESTRELADO 60G - ESPECIARIA DRINK,9,9
EMBALAGENS ERVA MATE 500 GR F 32 - 56X75 JADE,9,48
CAFE TANGERINN - BIBLIOTECA AZUL,9,9
CAPSULA MACRO,9,30
ESS. ERVA DOCE,9,9
INC. CLOVE CANELA CX 25 PCT 7 VAR. P/ PCT LOTE BRZ088,9,9
GREEN LINE CHA,9,9
"CAFE FLOR DA SERRA 500G 350X290 (0,012MM / P/ MET. / REVISAO)",9,9
AKAFLOOR SOFT - PANTANAL MATE,9,44
CHA DE BEBE CARRINHO AZUL,9,95
CURCUMA,9,9
ALTO GRAO COAMO 38% BAG/900KG,9,9
LEAO CHA VIT LARCE 10,9,9
CAMOMILA PO MATRICARIA RECUTITA,9,9
STARBUCKS - ROSA ESTONADO,9,21
CAFE COMPLETO,9,9
TERERE NACIONAL C/500G COR-AZUL BIC,9,9
