prod_xprod,rotulo_cliente,rotulo_ia
FEMEA DA ESPECIE COLECAO NEGRA,44,8
FÊMEA MÉDIO LARANJA,22,4
FÊMEA MESES,49,4
FEMEAS CM,1,4
FEMEAS MESES,1,4
FEMININA VERMELHO PESO MEDIO,1,4
FEMININO MENSAGEM VERMELHO CEREJA PP,1,8
FENAZIC,1,4
FERBON CR COMPOSTO,1,4
FERINHA LARANJA,1,4
FERINHA MIX,1,4
FERNANDA LARANJA,1,4
FEROZ,1,4
FEROZ DOCE SONHOS HIPER,1,4
FEROZ ML,1,4
FHR RA,1,4
FHSH CRUA,1,4
FIBRA INTEIRA,1,4
FIBRAS,1,4
FICAM VC,1,4
FIESTA HSY CAMPO GRANDE,87,7
FILIPETA SEM CARRAPATO,30,8
FINISH PO UNID,28,4
FINSH BR PO,85,8
FIP COMO INO,85,8
FIPRODERM,62,8
FIPRODERM UN,39,8
FITINHAGYPSYVIBES LARANJA GYPSY VIBES,34,10
FITLOCK CM LARANJA,96,7
FITOMELITO FITOBEL,84,7
FJ CANARINHO PCT,84,7
FJ CAR CAMIL,52,8
FJ CARIOCA LK CESTA SP,39,8
FJ NOROESTE,39,8
FJ NOVA ESTRELA PCT,55,3
FJ PEDRIALLI,38,2
FJ PTO CAMIL,38,2
FJAO CAR TIO NOBRE,87,2
FL,39,2
FL OLEO,34,7
FL OLEO PH,30,4
FL OLEO PL,30,7
FL RC,87,2
FL SENSTRESS,15,4
FL TIP CONG MM,71,8
FL VIGOR MAIS,39,8
FL VIVIANE,21,3
FLAMBOIA,7,8
FLAME,64,3
FLAN COVER DEK RELEVO,7,10
FLAT DUO LARANJA CITRU,7,10
FLAT LAQUE,48,15
FLAT LAQUE,7,10
FLAT LARANJA,7,8
FLAT MEL PURPLE,7,12
FLAT REF VAL COR NUTS,7,8
FLAY BRANCO,84,2
FLAY PRETO CAFE,7,8
FLCB IMP COMF GRAY,7,10
FLOCOS ROSA ENVIO EM SACO,7,2
FLOR CAL ALFA PTO,87,4
FLOR DA CHINA,71,2
FLOR DA NOITE,84,15
FLOR DA NOITE BF,84,15
FLOR DA NOITE COMPOSTA,84,15
FLOR DA VIDA GLOB VEGANO,84,15
FLOR DE MINAS,21,2
FLOR DO CAMPO,44,12
FLOR DO CAMPO CARAMELO,83,3
FLOR DO CAMPO CREME,21,15
FLOR DO CAMPO PACOTE,62,2
FLOR DO CAMPO PCT,6,2
FLOR DO CAMPO PRATA,56,4
FLOR DO CARIBE LT,64,8
FLOR DO PANTANAL PRETA GAS ML,64,2
FLOR DRCR,64,8
FLOR JO ULTRASONIC UN,64,4
FLOR MOANA LARANJA,64,7
FLOR PRADO COM MARINHO,64,9
FLORA DE RUMEN,90,8
FLORES DO CAMPO CM,42,8
FLORIDA USA,33,4
FLOW PACK LIMAO LEITE GENERICO,39,11
FLOW PACK MORANGO LEITE GENERICO,62,12
FLUBY FUNCIONAL,6,9
FLUOR,32,3
FLUORBAC,6,9
FLY REF,21,9
FO SALGADO GENESIS,21,9
FOFFYXTJACARE,21,9
FOFO MELANCIA,48,4
FOFOBUS PCS,6,12
FOLDER CENTRO SUL SOJA,48,12
FOLHA LOUR PONZAN,6,12
FOLHAGENS,22,15
FOLHAGENS ML,21,4
FOLHAS,42,4
FOLHAS BEM ME QUER,96,12
FOLHAS CITRICAS QXP,52,4
FOLHAS COMP SOL,64,7
FOLHAS COMP SOL MAES,35,2
FOLHAS DE,39,4
FOLHAS DIVERSAS,87,8
FOLHAS DIVERSAS PROMOCAO PCT,39,4
FOLHAS ENCANTADAS,30,4
FOLHAS FRUTAS,33,4
FOLHAS MALAS,62,8
FOLHAS NEGRA,49,2
FOLHAS PREMIUM,95,2
FOLHAS TROPICAIS,95,2
FOLHAS UND,95,2
FOLHAS VERDES CM,73,12
FOLHAS WILLIAM,70,7
FOLHAS WILLIAN,57,8
FOLINHA DE CHEIRO,95,2
FOMINHA TRASEIRO,61,8
FOR BABY COGUMELO,95,2
FORCY CANA,49,12
FORE NT,9,7
FORMOSA ESPECIAL,31,7
FORMULA,31,7
FORMULA BACO LM ,84,15
FORMULA BONIFICADOGENERICO,49,11
FORMULA CCACTIN,48,7
FORMULA CHINA BOLIVIANA CH ,82,7
FORMULA DA BELEZA MELANCIA,94,7
FORMULA DA BEM NUTRIDA SP NUTRITION,31,7
FORMULA DE EXAME MINAS,49,7
FORMULA DIGESTIVA,22,7
FORMULA DOS,84,7
FORMULA ESPECIAL,44,2
FORMULA ESPECIAL SUPLEMENTO,95,7
FORMULA EXTRA FORTE,31,12
FORMULA GIARDINUM DH ,33,7
FORMULA MACA NEGRA,21,8
FORMULA MAGISTRAL LOTE FAB VAL,38,7
FORMULA MANIP EDVAN DOMINGOS DA SILVA,21,8
FORMULA MANIPULADA EV,49,12
FORMULA MANIPULADA EV DETOX,42,8
FORMULA MANIPULADA REQ,30,4
FORMULA MES,30,4
FORMULA METASOLUCAO BM ,67,7
FORMULA NATURAL,30,7
FORMULA PACIDO URICO DOURADOS,30,4
FORMULA PORTULACA,6,7
FORMULA VITASCIENCE,30,2
FORMULAOLAVO TOBIAS DA SILVA,30,4
FORNECIMENTO SOBREMESA,23,4
FORT FLORES,30,15
FORT GRAMA,30,15
FORTLIFE FEM,30,4
FORTRAIZ,30,8
FORTUNE,85,8
FORTVIT,30,12
FOSCO COMPLETO ERVA DOCE,21,8
FOX QAM CAMPO GRANDE,21,15
FR ML PARA CHA MYULHERXS,12,4
FR MURGOTE,30,4
FR ROMA,21,8
FR ROMA BRANCO,23,11
FRACIONAMENTO,23,4
FRAGMENTOS,30,12
FRANGO PET WX,30,7
FREEPORT BRANCOTRASEIRO LACERTUS BRANCO,64,8
FRENCH BLUE,35,4
FRENCH EXECUTIONER,23,4
FRENCH PATTERN TRADICIONAL,33,4
FRIGO,6,11
FRIGOSUL ETIQ GRAN RESERVA,21,4
FRITA,30,2
FRITURA PCT UNID,21,4
FRIZZLE FRY,31,8
FRONDEO LT CANA,95,4
FRUFRU PETIT PINK PETITFRUFRU PETIT PINK PETIT,14,8
FRUITLANDER SORTIDA,33,8
FRUITLANDER SORTIDA FARDO,21,4
FRUITT LIFE STRAW,23,4
FRUTA 'OURO FILHA DO RIO,32,9
FRUTA FONOAUDIOLOGIA,87,12
FRUTA LAVANDA,21,9
FRUTADA LIMAO,7,8
FRUTADA UVA,67,8
FRUTAS VERDURAS,64,8
FRUTAS VERDURAS PRECO UNICO,30,7
FRUTIFERA POCA,2,7
FS BRANCO SEM ACUCAR,44,7
FSG INTEGRAL,21,7
FSPWU COR CRUT BR LOTE BAG,49,2
FSPWU COR FTZ BR LOTE BAG,48,2
FSW,95,2
FT MM COCO,48,7
FT MM LARANJA ESTONADA,85,15
FT OL MASTER,38,12
FT PLANTAS,62,4
FTD CG COL AMIRANTE TAMANDARE,17,12
FUJI,94,4
FUJI LINING LC,17,12
FUJI PREMIUM BCOXCOBXCOB,49,8
FUJI PREMIUM MARXBCOXCOB,17,7
FUJI PREMIUM PFXBCOXCOB,21,8
FUJI PREMIUM PFXCOBXCOB,21,8
FUJI WHITE,20,8
FULLREDUX LIPO CHA,7,8
FUMZYME SOL SP,31,12
FUNCIONAL,17,10
FUNKOR ZAZUR LARANJA AZUL,10,7
FUNOS EXTRA FORTE,10,7
FURBI KAKI,10,15
FUSO ROMA,10,8
FZPT REFEITORIO PT,10,8
GAL ANN,94,8
GAL SILV CRMARUDKB,94,8
GALAXY WOMEN,94,8
GALGANI COMPOSTO MAMAE,94,8
GALINHA DOS OVOS DE OURO,20,8
GAMER,85,4
GARDEN CC,94,8
GARDENIA PC,40,2
GARGANTA INTEIRA FF,73,8
GARGOGEX ROMA,21,9
GARRA DO DI,87,8
GATINHA MEL,23,11
GAXRTA,33,4
GE COST,95,8
GEANNI VERDE LIMAO,24,12
GEL SEMPRE VIRGEM,64,8
GENERICO SEM IPI,61,8
GENERODIANTEIRO DIREITO,87,7
GENERODIANTEIRO ESQUERDO,1,8
GEOGRAFICA GERAL,39,8
GERAL,34,2
GET SHIT DONE,39,4
GIFT BLUE MACO,39,15
GIG EXTRA AMERICANO PREMIUJM,85,8
GIGANTE LEAO ESTRELA SB,52,4
GIGANTE PELE,61,8
GIRASSOL SORRIDENTE,67,10
GJ,30,4
GLASKLARE,38,12
GLICENIX PED SUP,38,12
GLISSA MATADORA DO SOL,73,2
GLOBO TIPO PERA,4,8
GLOW ROSELI SIQUEIRA,94,4
GN AAA,84,2
GN CS GO ML PH CAMP OEPP BRANCO,39,7
GNB PRECINHOS CAMP CV SAFRA,62,8
GNB VT POLVO MAREO,33,15
GNB VT POLVO VIVRE',73,8
GOLD MACA VERDE,40,12
GOLD MACO MALBO,85,2
GOLD MAX VERMELHO TOMATE,49,12
GOLDEN CAST TALMAX,61,12
GOLDEN SELECãO NATURA,62,12
GOLRAZ ML,61,12
GOMAKA´,48,7
GOOD MOOD QPOD QPOD,63,4
GOODBITE NAT PAC CARNE,24,7
GOON CASCA GROSSA,95,2
GORDURA,49,7
GORDURA FAKE,63,2
GORDURA SUBMENTONIAN,63,2
GORGEOUS UN,34,8
GOTA DE LEAO GOTA DE LEAO UNIDADES,30,4
GOYASES CAFE,49,2
GRA POSITIVE FLOR,33,4
GRAFIADO LARANJA,61,3
GRAMINHA,85,7
GRANDE,62,4
GRANDE AQUILES,49,12
GRANDE AVARIA KIT NINHO,49,3
GRANDE COSTA RICA,84,2
GRANDES GREGOS,49,3
GRANDES PANICULOS QSP ML LTGRA FAB VAL,39,7
GRANDIFLORA,74,8
GRANEL TRADICIONAL,23,12
GRANEL TUTI FRUTI,27,4
GRANJA DO SILENCIO,85,9
GRANJA IDíLICA,17,4
GRÃO COLORIDO,8,12
GRAOS ESFOLIANTES FLO,39,2
GRAOS ESPECIAIS PT,49,7
GRAV NAMORADO,2,15
GREEMY LARANJA INTERNO,2,15
GREENWICH MD ENV TRIFOLD,69,15
GREG,33,15
GREGO,42,4
GREGO ROSA,21,9
GRIPEM ROSA,44,12
GRITTER LARANJA,64,9
GROOVY FLOR PINKY PC,94,4
GRUPO TRIB APROX FEDERAL ESTADUAL FONTE IBPTEMPRESOMETRO CO,62,7
GT BRANCOAVEIAMOUSSE DE MORANGOCT PRETO,7,8
GUACO LARA,32,8
GUTA BASSI,6,7
HAGIL MAXIMO,49,8
HALEY LARANJA,7,2
HAM,71,4
HAMAMELIS CAP,7,2
HASTE DE PATA DE VACA,95,8
HASTE SEMENTES LILAS,61,8
HAVAI,62,4
HAWAI SURFING PRETO,61,15
HB,62,12
HB SUNWARD,62,12
HCUBO PESCOCO,62,4
HEADER CLADDER POMELO,46,8
HELEN JéSSICA BORGES DA SILVA,62,10
HELLO KITTY COGUMELO,61,3
HELOISA VIEIRA LIMA,61,8
HERBAL PRIME ML,61,8
HERCULES XPLORE MAA ROXO,61,7
HERDADE DOS GROUS,44,8
HEXUS INOV REQ,61,7
HEZO,84,7
HF,84,7
HF LIMAO CPESO AM,84,7
HF LIMAO PESO,84,7
HF PESSEGO,30,8
HFCSL,20,7
HFCSL UNIDADE,62,8
HFG,30,8
HFGIO UNIDADE,21,12
HG IFIT DEMO BLK TBLU,21,2
HGA PRETE ,85,4
HI RLY DW,67,12
HIBRIDA WAVES,61,8
HIDRALI LARANJA,38,2
HIDRAPLEX NATURAL ENV FRAC,95,7
HIDRAPLEX UVA,39,2
HIDRPLEX NATURAL ENV FRAC,84,3
HIGHCOCO,29,15
HIOSPAN COMPOSTO,29,15
HN PINHA,40,4
HONEY GREEN UVA LOTE,21,4
HONEY MOON QPOD QPOD,30,7
HOO CAFE,44,4
HOOFCARE PT LOTE,34,7
HOOVER CAFE ESCURO,64,8
HOOVER GIRASSOL,85,8
HOOVER PITANGA NEW,33,15
HORT,34,7
HORTELA CM VERDE,34,7
HORTFRUIT POUCAN,84,7
HORTFRUIT SUPER PROMOCAO,84,7
HORTIFRUTIGRANJEIROSBICA VERMELHA,84,7
HORTINHA CULTIVAR BGF,67,8
HOSPITALAR,67,8
HOSPITALAR XX,67,8
HOT ISLA,90,3
HP CUBO PESCOCO,30,2
HSW,62,2
HTR CG CANELA,30,8
HW ANCHO SORT,30,12
HX,48,7
HYDRATE,30,4
HYPERMASTER,95,8
IAM HULACORN SALMãO,8,12
IC OSCAR BLACK,60,8
IDMSCHAPADAO DO SULCAMPISTA PAROQUIA SAO PEDRO APOSTOLO MOD 3 TAM ESPECIAL DISPONIB,32,12
IDMSSANTA RITA DO RIO PARDO GRUPO DE ORACAO ANUNCIADORES DA PAZ MOD TAM ESPECIAL,7,8
IHF,7,8
ILUMINADA LARANJA,7,8
IMAGINE OVAL BERINJELA,67,7
IMBIRUSSU FLORECER PHYSOLCAL SCABER,19,12
IMBURANA ML,8,7
IMP,62,2
IMP ACALMA MO PAZ,21,7
IMP ANA CASTELA CR ROCA ROSA,39,7
IMP BOL NCM,54,8
IMP DADIVA,94,8
IMP DENTE,64,15
IMP JUPAES BR BRASILIANA,94,8
IMP MAN RCC INDUSTRIAL,54,2
IMP RIO DOCE CR,62,12
IMP SOSSEGO CR,71,9
IMP SUTILEZA,34,10
IMP TAMPA,57,8
IMP USA DUO CONE,44,8
IMPERSIKA BR,34,10
IN LARANJA GL,34,10
INATBENALET MEL,64,7
INATIVO RLPAPAYA,87,2
INATIVO VENDA SITE,39,8
INCENTIVO PROAPELEIT VIDAMS,33,7
INDESISTIVEL MONICA FIGUEIRA,27,3
INDIANO ESPECIAL,49,2
INDUMAX PRESSU GORD LOCA LOTE VAL,62,3
INDUSTR BENEFICIAMENTO,33,8
INDUSTRIALIZACAO BENEFICIAMENTO,33,8
INDUSTRIALIZACAO DE ABATE,33,8
INDUSTRIALIZACAO PBENEFICIAMENTO,33,8
INDY CAFE,33,8
INF,38,8
INFINIMENT FRUITE RASPBERRY OL,20,8
INFINISH SALMON,30,4
INO,39,12
INSISTIR PERSISTIR LARANJA,62,8
INSTIGATION BRANCO,62,8
INT IPRO,0,4
INTEGRAL,33,15
INTEGRAL DEFORMADO TERCEIRO QPA,49,15
INTEGRAL TERCEIRO,69,7
INTEGRAL TERCEIRO MS,33,15
INTEIRO CDETALHE,12,8
INTERF JULLY EXTRA BELL,71,15
INTERPIG LARANJA ESPECIFICACAOUNICO,33,15
INTERVENçãO BOVINA,33,15
IONE PRETO,33,15
IPANEMA JARDINS II,61,3
IPARANA AMARELO MANTEIGA,33,15
IPE BRANCO MD,33,15
IPE BRANCO MED,0,1
IPE BRANCO MEDIO,39,12
IPE ROSA,64,9
IPE ROXO,76,4
IPE ROXO PLUS,9,15
IPE SALAD,34,3
IPERO GRANNY,61,8
IPEROXO,61,7
IPRO,64,8
IPRO AMOSTRA PNR,84,2
IPRO PN TRATAMENTO ESCUD,64,8
IPRO SK TSI FORTENZA DUO EPIVIO,84,7
IPRO WAVE,12,8
IRICO HANAE,41,8
IRIKO,41,4
IRMAS SOL AS PETIT,41,10
ISABELLA ROSA ERA,41,10
ISADORA VERMELHO PIMENTA,39,8
ISIS AMERICANA,49,2
ISIS LAVANDA,61,7
ISLA,40,8
ISLA CL GRAM,62,4
ISLA PINK,6,12
ISLA VERDE,6,12
ISPERIA JUíZA SUPREMA,6,12
ISPIRAZIONE ROMA,6,12
IT ARR LISA,49,12
ITEM DE UNHA,62,8
ITEM ELIMINADO SEM SUBSTITUTO,85,12
ITEM ESPECIAL UN,3,4
ITEM FORNEC ALTO VACUO,3,8
ITEM GENERICO ORIGINAL UN,49,4
ITEM NAO COMERCIALIZADO USA,61,3
ITEM ROELTE ATVOS ELDIND,6,12
ITEM SEM DESCRICAO,49,12
ITEM UNHA,42,7
ITENS PARA CHIMARRAO,49,8
IVANA LARANJA,61,8
IVONE,62,12
JA,21,4
JA COLOSSEOCEREJA,73,10
JABA DO NORTE KILO,73,10
JACA KIDS,84,8
JACA SENSORIAL,82,12
JACARANDA CUSPIDIFOLIA,84,12
JACARE,71,8
JACARÉ,40,7
JACARE ATL,64,7
JACARE DO BARIGUI,31,8
JACARE FD,33,12
JACARé JACK,62,8
JACARE KIDS,62,8
JACARE LOTE FAB VAL,85,15
JACARE MBCI FY,63,8
JACARE PP,42,8
JACARE ROSA,60,8
JACARé TOON,61,7
JACARE UN UN,62,8
JACARE VERDE SKIN,42,8
JACARE ZECA VERDE,84,8
JACAREPED ANEX,2,12
JACK MEL,95,8
JACK RECORTE,6,12
JAMBO ,95,2
JAPONES,6,8
JAQUELINE RECORTE,64,2
JASMIN MANGA,38,2
JASMINE BABALOO,64,7
JASMINE DRAGON,95,2
JASMINE PECAS,38,2
JAUN,44,8
JAVA FOLHA,95,2
JC KLM PHKCG,69,2
JF JACARE,22,7
JJ MS CHAPADAO DO SUL EQUIPE DE TRABALHO PAROQUIA SAO PEDRO APOSTOLO MOD TAM ESPECI,39,2
JJ MS CHAPADAO DO SUL EQUIPE DE TRABALHO PAROQUIA SAO PEDRO APOSTOLO MOD TRADICIONAL,48,2
JJG UNTA,42,8
JKPRET,95,2
JLASTIC BRANCO,95,2
JLASTIC TANGERINAROSA SHOCK,95,2
JM,95,2
JM MOD MS CASSILANDIA PASTORAL FAMILIAR TAM ESPECIAL DISPONIBILIDADE,49,2
JM MOD MS CHAPADAO DO SUL ACAMPAMENTO SENIOR INFANTIL DISPONIBILIDADE,95,2
JM MOD MS CHAPADAO DO SUL ACAMPAMENTO SENIOR TAM ESPECIAL DISPONIBILID,95,2
JM MOD MS CHAPADAO DO SUL ACAMPAMENTO SENIOR TRADICIONAL DISPONIBILIDADE,95,2
JM MOD MS CHAPADAO DO SUL ACAMPAMENTO SENIOR TRADICIONAL EXG DISPONIBILIDAD,39,2
JOAO PEDE FEIJAO,49,8
JOELHINHO,6,8
JOGO COLOMBIA,48,2
JOGO DE COLOMBIA,38,7
JOGO DE UNTA COMPL,54,8
JOSI LUXURY ROSA,61,4
JOTA SHOULDER HORIZON JKB,61,4
JP,61,4
JPS LARANJA,61,10
JQDPANNAHUECACAO,84,7
JUBILEE ROSE,61,4
JUCA PE DE FRUTA,61,4
JULIA LARANJA,61,4
JULIA LIMA LIMãO,61,10
JW MEGA OVO,61,12
KA SE QQOTRES LAGOASMS,87,12
KAFTA LONGO OFF,87,12
KAIA FFC JQD MOGBLACK,39,10
KAIA FLY PAPRIKA,32,8
KAIA FLY PEPPER,39,10
KAIOWAS,73,8
KALIX BERRY,63,8
KAYLAINE,63,8
KD XX,4,2
KDSA BLML GO OV OO BRANCO RESERVA,49,7
KE SOLEIL POUCH DIRECT,19,15
KELLBYOL,94,7
KELLBYOL DOMICILIAR SAQUINHO,94,7
KERRYCREME,61,3
KI PASSO CAFE,90,4
KIARA VERMELHO FITA PRETA,49,8
KILATE,49,8
KILO SOBREMESA,42,8
KIMELKA ROSA,62,8
KIMELKA VERMELHO,62,8
KIMERAS COMP POR,95,4
KIMIMO VACUO,23,2
KINI LAURITA LARANJA,65,12
KIOTO NETUNO,62,2
KIRUS LARANJA,49,12
KISARAS,62,8
KISSING,40,12
KISSME LOAO ROXO IMPULSO,31,12
KIT ABACATE RHENUKS,27,7
KIT ACOUGUE,33,7
KIT ADVENTO RELEVO UVAS,87,2
KIT ALECRIM,87,2
KIT ALECRIM GENERICO,33,8
KIT ALECRIM GENERICO UN,84,2
KIT ALECRIM III,95,2
KIT ALECRIM LAVANDA,63,2
KIT ALECRIM PADRAO CINZA,60,12
KIT ALECRIM PCS,40,2
KIT ALECRIM PREMIUM,60,12
KIT ALECRIM PREMIUM GENERICO,60,12
KIT AMENDOA NATAL,60,12
KIT AMORA,60,12
KIT AMORA PCS,60,8
KIT APIMENTA PHYSIS,60,8
KIT ATTO CVP,60,8
KIT AZT EV PONS,60,12
KIT BABABLU MACA VERDE CHARMELE,60,12
KIT BABABLU MELANCIA CHARMELLE DO BRASIL UNIDADES,21,12
KIT BABABLU UVA CHARMELLE,33,8
KIT BEBELOO MELANCIA ITENS,61,12
KIT BEM ME QUER QUEEN PECAS,61,12
KIT BETTA,61,12
KIT BH,33,8
KIT BLESSER,49,2
KIT BLUSTER GRANDE,34,8
KIT BOX SABORES GRAOS,33,7
KIT CAFE BRINDE CLIENTE,34,9
KIT CAFE CAIXINHA,34,9
KIT CAFE COFFEE LOVER PASSAR DOS CAFES,33,9
KIT CAFE COFFEE LOVER POUCAFE,34,7
KIT CAFE MARTINELLI,34,9
KIT CAFE MIOFLEX PP,33,9
KIT CAFE NATAL MAGICO LOVE CAKE,33,7
KIT CAFE PREMIUM,34,9
KIT CAFE TE AMO,63,3
KIT CANOLA CHROME,34,9
KIT CARN,34,9
KIT CASACOMIGO LARANJA DO CAMPO,33,8
KIT CASAL PERFEITO,33,8
KIT CASAS BAHIA CHTLOGTI,62,8
KIT CEREJA,0,7
KIT CHERRYBOMB CEREJA,95,12
KIT COCO,21,15
KIT COCO ARRASADOR NATUZA,33,8
KIT COF CASA PADRAO JD DOS YPES JAUSP,33,8
KIT COF SF ANEXO VILLA FLORA AMERICANA SP,33,8
KIT COGUMELO PETIT ROSA MALVA,33,8
KIT COM PECAS,33,8
KIT COM UNIDADES OBI AFRICANO,63,15
KIT COMPOSTO DE BISN,39,3
KIT COMPOSTO NCM,84,4
KIT COMPOSTO POR COI,2,12
KIT DAMASCO,21,12
KIT DE ARMADO,95,4
KIT DE ERVA,73,9
KIT DE RECORTES,73,9
KIT DESFRUTAR COCO,73,9
KIT DESFRUTAR FIGO,73,9
KIT DIANTEIRO,76,9
KIT DISCO MILHETO,19,9
KIT DO VIGOR,84,12
KIT DR CAROLINA LEAF,61,2
KIT DRINK QUINTA SEMENTE UN,33,8
KIT ERVA,39,7
KIT ESPETINHO,2,8
KIT ESPETINHO GOURMET VIP,34,8
KIT ESPINHEIRA ML LINHA PREMIUM,95,4
KIT ESSENCIAIS CERVEJEIRO COMBO CEVADA,34,8
KIT ESSENCIAL LUMANA PECAS,33,8
KIT EVENTO SHS,33,8
KIT EXPERIENCIA DE MELANCIA,73,3
KIT FASES FAVINHOS,73,7
KIT FLOR DE FIGO,84,2
KIT FLORADAS,20,8
KIT FRAMBOESA PIMENTA ROSA,39,8
KIT FRUTA,84,4
KIT GENTY MIUDA,40,4
KIT GREGO,40,4
KIT GREGO DF PADRAO PECAS,21,8
KIT GRUPO CULTIVAR FILIAL,54,7
KIT GRUPO CULTIVAR MARACAJU FILIAL,67,9
KIT GRUPO CULTIVAR MATRIZ,49,2
KIT HIBISCUS QUEEN PECAS AZUL,34,8
KIT INEXISTENTE ROXO,34,8
KIT INFANTIL,42,8
KIT ITENS COCO ARRASADOR NATUPOP,95,4
KIT KROON KROON,84,10
KIT KROON KROON GRS,33,15
KIT LANCHINHO PCS BATATA,49,3
KIT LARANJA ULTILIDADES RECLASSIFICAR UN,9,12
KIT LE PETIT PRINCE,67,9
KIT LUCRATICO PINTADO,95,2
KIT MANACá PO,73,2
KIT MANGA,44,10
KIT MANGA PALETES,63,2
KIT MELANCIASORTIDO KIT,9,10
KIT MIUDA,87,4
KIT MORANGUINHO,49,10
KIT MPDV BEM BRASIL NFE DT,33,8
KIT NORI,42,12
KIT OBI AFRICANO,21,15
KIT OVO AMARELO UN,94,4
KIT OVO VERMELHO,94,4
KIT OVOS COM RELEVO,33,9
KIT OVOS UNIDADES COLORIDO,33,8
KIT PECAN,64,9
KIT PECAS,61,15
KIT PECAS FUNCIONAL,61,15
KIT PERFEITO PECAS PROMOCIONAL,15,4
KIT PESSEGO,65,8
KIT POKOSECRET POKOLOKA AMORA,62,12
KIT PRETO VELHOJUREMA SAGRADA ALFAZEMA,62,12
KIT PROVINCE CAQUI PCS,95,4
KIT QUEIJO TARTARUGA,63,4
KIT QUERUBIM CAQUI PCS,49,7
KIT RABO,49,7
KIT RABO REF,63,12
KIT RESTAURENTE AZEITE CIA,61,7
KIT RETALHO,64,8
KIT RUBI SE,61,7
KIT SENS ITENS MORANGO RUBI,4,12
KIT SOJA VSET,95,7
KIT TERERE CONSTANCA,91,8
KIT TERERE PREMIUM,33,4
KIT TERERE SUPREMA,44,3
KIT TRAIRA,42,12
KIT TRASEIRO,48,8
KIT TREPADEIRA,95,4
KIT TROPICAL MELANCIA,39,4
KIT VERAO ROXO,71,2
KIT VOU DE ABACATE,63,8
KITJ UNTA,62,8
KITO PSILIUM,62,8
KITS GALINHA,62,2
KITS GALINHA DE CADA,62,2
KITS QUEIJOS PETISCOS,39,15
KIWI,49,2
KIWI PLUG,87,8
KLXDR,33,8
KODAMA DA ÁRVORE OCIDENTAL,34,8
KOMAKAI,84,12
KOR FRESCAL PLUS,95,3
KRAFT COM SEMENTES,95,3
KRAKEN,33,8
KRAKEN LT,87,2
KRAKEN POLAR,40,7
KT PESC,33,8
KTD,33,8
KTX DOURADO KIT PERFEITO,2,9
KYDOIDERA BIGFOOT BLUEBERRY,87,15
LA BARRIGA,82,7
LA GRANJA,82,7
LA LISO GOIABA,82,7
LA PETIT BEBE GRAMAS,21,4
LA PETIT SAPHIRE,48,12
LAGOSTA ENLUARADA SOBRE ABISMO NEGRO,38,4
LAGUNA OLIVAKAKI,38,4
LAGUNA PREMIUM MS,95,8
LALSIL CANA,49,8
LAO VERM CEREJA,85,8
LAR BAHIA,71,3
LARANJA,10,8
LARANJA AZUL UNICO,53,4
LARANJA BOREAL FLEX,42,2
LARANJA FITNESS,63,8
LARANJA FLAME MET,6,10
LARANJA FLUOR,0,2
LARANJA MARROM,94,2
LARANJA MECANICA,6,7
LARANJA MECâNICA,56,7
LARANJA ML,38,2
LARANJA NEON,61,8
LARANJA ORIENTAL,62,8
LARANJA PTN,44,3
LARANJA QUEIMADO,49,12
LARANJA QUIMILUX,62,8
LARANJA QUIMPRINT,62,8
LARANJA TN,73,10
LARANJA UN,54,2
LASCAS,42,2
LASCAS ESPECIAL SAZONAL,63,8
LASTIC BRANCO,62,12
LASTIC OLIVA,54,12
LAT LA XL RR RR,55,4
LAT XL RR RR,63,4
LATA GRAOS PR,21,3
LAVADA AMERICANA,30,12
LBRASMT,94,10
LC AMBER GLOW BLC NAN CHONG OLY,7,8
LC GRASSE BAG DDP,21,8
LE PETIT PIXEL,22,8
LEÃO,32,8
LEAO AMORE,32,8
LEAO AQUARELA,65,8
LEAO AQUARELA KJA,32,8
LEAO ARTESANAL,49,8
LEÃO BEBE,22,8
LEAO DA TOSCANA,32,8
LEAO HAVAI,32,8
LEÃO MARCUS,86,3
LEAO METADE,44,3
LEAO PP EV,44,3
LEAO REI,84,12
LEAO SALVATION,84,12
LEAO YESHUA,73,10
LEEA VERDE,73,10
LEG SKIN ORGANIC LAVANDA,73,10
LEG SKIN RIB,76,3
LEG WONDER CAFE,84,4
LEITE ACUCAR TRIGO ENXAQUECA,6,4
LEITELEIS ESPECIAIS CONCV,42,4
LEVEE SLEEKY CAFE,48,4
LEVI PALMER ALGO,95,15
LF SEP AMORA DRA ANA CICLO,97,15
LHAMAS,33,8
LI BRANCO RESERVA,49,7
LI CS OV OO BRANCO RESERVA,49,15
LI CS VO OO ROXO,44,15
LIDER INTEGRAL,56,7
LIFE LARANJA,69,15
LIFE PALMA LARANJA EAN,69,7
LIGHT SALMON,64,7
LIMãO,63,4
LIMAO COM LISTRAS REF,61,7
LIN BAIANA CHA VELUDO,6,7
LIN CAMBUCI FLUITY,61,12
LIN CEREJA LESSY,61,12
LIN DEDO DE MOCA CHA RENDA,61,2
LIN LUPITA CHA RENDA,61,9
LINARES,42,10
LINGUA DAS MAOS,49,4
LINGUA DE EULALIA CONTEXTO,49,4
LINGUA DE HERANCA,64,9
LINGUA NATIVA ALEPH,52,8
LINGUA ONCINHA,95,12
LINGUA POCKET FF,12,4
LINHA ABATE,76,7
LINHA EM GRAOS FAZENDA ALVORADA SERGIO MEIRELLES FILHO,61,12
